,id,code,name_ru,name_en,genres,description,episodes_count,year
0,5615.0,nanatsu-no-taizai-ii,Семь смертных грехов 2: Возрождение заповедей,Nanatsu no Taizai: Imashime no Fukkatsu,"Приключения, Сверхъестественное, Сёнен, Фэнтези, Экшен","Сильнейшие святые рыцари Лионесса, известные как «Семь смертных грехов», вместе с принцессой Элизабет смогли предотвратить переворот в королевстве и восстановить своё доброе имя. Но беда не приходит одна. Король Бартра увидел будущее, в котором над миром нависли десять зловещих теней. Камелоту, что находится к югу от Лионесса, грозит страшная опасность. Смогут ли справиться наши герои на этот раз?",24.0,2018.0
0,5616.0,death-march-kara-hajimaru-isekai-kyousoukyoku,Марш смерти под рапсодию параллельного мира,Death March kara Hajimaru Isekai Kyousoukyoku,"Приключения, Фэнтези","Двадцатидевятилетний программист Сузуки Ичиро очнулся в игровом фентези мире и обнаруживает, что попал в тело пятнадцатилетнего мальчика по имени Сато. Сперва ему кажется, что это сон, но ощущения слишком реалистичны. У него есть мощная способность с ограничением на количество использований, при помощи которой Сато уничтожает армию людоящеров и получает высокий уровень. Герой решает скрыть свою силу и начать спокойную и размеренную жизнь. Но не тут то было, игровые события, наподобие «Возвращения Короля демонов», не дадут ему заскучать.",12.0,2018.0
0,5617.0,ito-junji-collection,Коллекция Дзюндзи Ито,Itou Junji: Collection,"Детектив, Драма, Психологическое, Сверхъестественное, Триллер, Ужасы","Знаете ли вы, что такое настоящее безумие? Дзюндзи Ито, автор серии рассказов-ужастиков знает об этом не понаслышке. Его истории кажутся безумными, странными, зато чертовски оригинальными и необычными. Каждая серия аниме - отдельная история со своим сюжетом, некоторые из которых заставят о чём-то задуматься, некоторые покажутся просто наркоманией, а некоторые приведут в ужас.",12.0,2018.0
0,5620.0,violet-evergarden,Виолетта Эвергарден,Violet Evergarden,"Драма, Фэнтези","После окончания войны, Виолетта, с детства знавшая только сражения, должна начать новую жизнь. Желая понять, что значили слова, сказанные ей тяжелораненым майором Гилбертом, она становится одной из «автозапоминающих кукол» – девушек, которые пишут за клиентов письма, основываясь на их пожеланиях. Работа даётся ей нелегко, но со временем она начинает лучше разбираться в чувствах других людей – и в своих собственных.",13.0,2018.0
0,5679.0,citrus,Цитрус,Citrus,"Драма, Романтика, Школа","Юзу Аихара — привлекательная девушка, которая переводится в новую старшую школу из-за повторной свадьбы матери. Юзу с нетерпением ждала этого дня, мечтая о сладкой любовной истории. Однако её фантазии оказались разрушены. Новая школа отличается своей консервативностью, а местный президент школьного совета — Мэй своей строгостью. Вдобавок ко всему Мэй, чья фамилия тоже Аихара, оказывается её новой сводной сестрой. Сможет ли Юзу наладить свою личную жизнь и понять, что от любви до ненависти всего один шаг?",12.0,2018.0
0,5681.0,kokkoku,Миг за мигом,Kokkoku,"Драма, Мистика, Психологическое, Сейнен","Джури Юкава живёт со своей семьёй: безработными отцом и братом, дедушкой, маленьким племянником и сестрой матерью-одиночкой. Однажды племянника с братом похищают и требуют за них выкуп. На выполнение своих требований похитители дают 30 минут. Джури, понимая, что за такое время нужную сумму не найти, вооружается ножом и сама отправляется на спасение родных, в то время как дедушка помогает ей с помощью загадочного камня, останавливающего время, который передаётся в их семье из поколения в поколение. В безучастном мире Джури, её отец и её дедушка пытаются спасти двух своих родных. Однако в логове похитителей они обнаруживают, что не единственные, кто может обманывать этот застывший мир…",12.0,2018.0
0,5682.0,karakai-jouzu-no-takagi-san,Мастер дразнилок Такаги,Karakai Jouzu no Takagi-san,"Комедия, Повседневность, Романтика, Сёнен","«Если покраснеешь — ты проиграл» Именно по этому принципу живёт школьник Нишиката, над которым постоянно издевается соседка по парте Такаги. Парень решает взять реванш, но все его попытки проваливаются потому что девушка хитра и все обернёт в свою пользу. Сможет ли он заставить Такаги покраснеть от смущения?",12.0,2018.0
0,5683.0,gakuen-babysitters,Школьные няни,Gakuen Babysitters,"Комедия, Повседневность, Сёдзе, Школа","Рюичи учится в старшей школе, а его младший брат Котаро ещё малыш. После того, как их родители погибли в авиакатастрофе, председатель Академии Мориномия решила взять братьев к себе. В той катастрофе она потеряла своих сына и невестку. Однако у неё для братьев есть одно условие: Рюичи должен работать няней в детском саду при академии.",12.0,2018.0
0,5684.0,grancrest-senki,Легенда о Гранкресте,Grancrest Senki,"Фэнтези, Экшен","Волшебный континент поглотил хаос, порождающий ужасные бедствия. Однако великие Лорды с этого континента обладают древней силой Креста - священными печатями, способными обуздать зло и защитить простой народ. Они могли бы спасти всё живое, но вместо этого решили выяснить, кто достоин стать единственным правителем, которому будут принадлежать все печати. В распрях и вечных битвах они совершенно забыли о своём истинном долге. Но не забыли о нём обычные люди. 
Силука Мелетес, одинокая волшебница, презирает всех стоящих выше за то, что они отреклись от своего предназначения, а странствующий рыцарь Тео Корнэро набирается сил, чтобы в один прекрасный день освободить родной город от тиранического гнёта. Они приносят друг другу нерушимую клятву господина и вассала и работают вместе, дабы преобразить континент, охваченный хаосом и войнами.",24.0,2018.0
0,5685.0,gintama-7,Гинтама 7,Gintama.: Shirogane no Tamashii-hen,"Исторический, Комедия, Сёнен, Экшен","В мире, где инопланетяне вторглись в Японию периода Эдо, небоскребы, поезда и мотоциклы изменили простую жизнь жителей Земли. Однако, один человек до сих пор сумел сохранить в себе самурайский дух, Гинтоки Саката, иначе известный как Йорозуя Гин-Сан. Всё такой же безрассудный, Гинтоки решительно идёт вперёд, и готов принять на себя любой вызов вместе со своими товарищами.",12.0,2018.0
0,5689.0,killing-bites,Смертельный укус,Killing Bites,"Сейнен, Ужасы, Фантастика, Экшен, Этти","Гибриды людей и животных участвуют в нелегальных боях, где гиганты финансового мира делают ставки на баснословные суммы. Однажды знакомые просят студента колледжа Номото Юи покатать их по городу, чтобы покадрить девчонок. Однако вскоре он выясняет, что кадрить знакомые собрались насильно. Похищенная ими Хитоми оказалась гибридом человека и медоеда — самого бесстрашного зверя. Девушка убивает всех своих обидчиков. Кроме нашего Юи, ведь она решила остаться с ним, чтобы всегда защищать.",12.0,2018.0
0,5690.0,beatless-tv,Механическое сердце,Beatless,"Драма, Романтика, Фантастика, Экшен","Я верю в твою улыбку. Даже если у тебя нет души. 2105 год. Япония. Гуманоидные андроиды Г.И.Э. стали неотъемлемой частью повседневной жизни и выполняют вещи, которые люди сделать не могут. Многие относятся к андроидам, как к обычной вещи. Однако Эндо Арато, в отличие от своих друзей, считает совершенно иначе. Он сочувствует им. Однажды ночью на Арато нападают, но его жизнь спасает загадочная Г.И.Э. по имени Лаcия.",20.0,2018.0
0,5691.0,fate-extra-last-encore,Судьба/Дополнение: Последний вызов на бис,Fate/Extra Last Encore,"Магия, Фэнтези, Экшен","Проснувшись в странном виртуальном мире, потерявший память Хакуно оказывается втянут в битву на выживание за бесценный приз: возможность исполнить любое желание. Вместе с таинственным «Слугой» на своей стороне Хакуно Кишинами придется столкнуться с друзьями и врагами в смертельных сражениях, не только чтобы завладеть таинственным «Святым Граалем», но и получить ответ на самый важный вопрос: «Кто я такой?»",13.0,2018.0
0,5692.0,darling-in-the-franxx,Любимый во Франкcе,Darling in the FranXX,"Драма, Меха, Романтика, Фантастика","В далёком будущем на опустошенной земле человечество возвело город- крепость «Плантация». В нём находится Мистелтейнн — приют, где детей содержат словно в птичьей клетке и учат пилотировать боевых роботов Франкс. Они не знают ни внешнего мира, ни бескрайних просторов неба, а их жизни — лишь череда сражений с ревущими драконами. Среди этих детей был вундеркинд Хиро с кодовым именем 016. Но однажды он совершает ошибку и становится никому не нужным. В один из своих унылых дней он встречает таинственную рогатую девушку по прозвищу 02, и эта судьбоносная встреча навсегда меняет жизни обитателей Мистелтейнна.",24.0,2018.0
0,5693.0,dagashi-kashi-2,Магазинчик сладостей 2,Dagashi Kashi 2,"Комедия, Повседневность, Сёнен","Отец Шикады Коконоцу владеет небольшим магазином сладостей в глухой деревушке и хочет, чтобы однажды его сын унаследовал семейный бизнес. Только вот у Коконоцу душа лежит к другому — он хочет рисовать мангу! Одним летним днём к ним наведывается чудаковатая красавица Шидарэ Хотару из знаменитой семьи кондитеров. Как оказалось, папаша Коконоцу очень известен и девица приехала переманить его в компанию своей семьи. Но вот незадача, старший Шикада согласится, только если его сын возьмёт семейное дело на себя. Так начинаются отчаянные попытки Хотару убедить Коконоцу заняться магазинчиком...",12.0,2018.0
0,5694.0,basilisk-ouka-ninpouchou,Василиск: Легенда об Оке,Basilisk: Ouka Ninpouchou,"Драма, Сейнен, Фантастика, Фэнтези","Снова разразилась война между ниндзя. Противостояние, длившееся на протяжении трёх поколений сёгунов, привело к изнурительной войне между кланами Кога и Ига. Расставание полюбивших друг друга мужчины и женщины было скорым, но красивым, словно увядающие цветы сакуры. Но эти цветы принесли плоды — Когу Хачиро и Игу Хибики. Этим детям была уготована особая судьба. В мирную эпоху Канъэй ниндзя теряют свою значимость и уходят в тень. Из которой наблюдают за Хачиро и Хибики, планируя использовать их силу и наследие.",24.0,2018.0
0,5695.0,hakata-tonkotsu-ramens,Свиной рамэн из Хакаты,Hakata Tonkotsu Ramens,Экшен,"На первый взгляд, Фукуока кажется совершенно обычным и безобидным городом, однако по ночам там процветает преступность. В городском пригороде Хаката живут профессионалы преступного мира: убийцы, осведомители, насильники и многие другие. Также по его улочкам бродит слух об «убийце убийц», который никогда не оставляет следы на месте преступления.",12.0,2018.0
0,5696.0,gin-no-guardian-2nd,Серебряный страж 2,Gin no Guardian 2nd Season,"Приключения, Фэнтези","Казалось бы, материальное положение Суи Джина оставляет желать лучшего, однако он является одним из лучших в онлайн видеоиграх. Но, несмотря на это, его личность по-прежнему неизвестна, если, конечно, не считать РикуЛеи, то есть его одноклассницу. Как-то раз она вручила ему загадочное мобильное устройство, но прежде чем что-либо объяснить, РикуЛеи становится жертвой похищения, и Суи Джин невольно оказывается жертвой сложившихся обстоятельств. В тщетных попытках спасти её, он случайным образом активирует данное мобильное устройство, позволяющее ему погрузиться в совершенно новый виртуальный игровой мир.",6.0,2018.0
0,5697.0,hakyuu-houshin-engi,Охотник за душами,Hakyuu Houshin Engi,"Демоны, Приключения, Сверхъестественное","Злая колдунья наложила чары на императора, превратив его в свою марионетку. Настали тёмные времена, страна пришла в упадок. Бремя всеобщего спасения ложится на плечи юноши по имени Тайкобу, который собирает команду отважных воинов, чтобы победить колдунью, захватившую власть.",23.0,2018.0
0,5698.0,koi-wa-ameagari-no-you-ni,Любовь похожа на прошедший дождь,Koi wa Ameagari no You ni,"Романтика, Сейнен","Акира — одинокая и спокойная девушка, которая раньше состояла в клубе легкой атлетики. Сейчас же она работает на полставки в семейном ресторанчике рядом с домом возлюбленного, своего начальника... 45-летнего разведенного мужчины.",12.0,2018.0
0,5699.0,nanatsu-no-bitoku,Семь небесных добродетелей,Nanatsu no Bitoku,"Фэнтези, Этти","Одержав победу в аду демоны «Семи смертных грехов» начали собирать всё больше последователей. В смятении небеса отправляют ангелов «Семи небесных добродетелей» на землю, чтобы найти «Истинного мессию», который сможет остановить грехопадение человечества.",10.0,2018.0
0,6011.0,b-the-beginning,Би: Начало,B: The Beginning,Фантастика,"История разворачивается в мире, который смог достичь больших успехов в области развития технологий и компьютерных сетей, а также открыть архипелажную нацию Кремона.
Главному герою Коку и Киту, являющемуся легендарным следователем королевской полиции RIS, предстоит разобраться с таинственной преступной организацией. Однако, помимо преступной группировки, городу угрожает ещё нечто страшное, а именно череда таинственных и жестоких серийных убийств, на месте которых можно обнаружить подпись убийцы «Би», чью личность, а также цель преступлений и необходимо будет раскрыть героям.",12.0,2018.0
0,6062.0,high-school-dxd-hero,Демоны старшей школы 4: Герой,High School DxD Hero,"Демоны, Комедия, Романтика, Этти","Иссэй Хёдо был обычным озабоченным старшеклассником. Со своими друзьями-гиками они днями напролёт мечтали о сиськах. Однажды он встречает роковую красотку-демона, что пришла по его душонку. И распрощался бы с жизнью своей наш герой, но ему повезло. Его спасительница, демоническая госпожа Риас Гремори — звезда школы и глава оккультного кружка — сохранила ему жизнь, обратив своим демоном-миньоном. Казалось бы, такие потрясения перевернут любую жизнь с ног на голову, но Иссэй крепок духом. Он решает забраться на самый верх аристократического общества Ада, чтобы обзавестись гаремом из грудастых красавиц.",13.0,2018.0
0,6089.0,tokyo-ghoul-re,Токийский Гуль: Перерождение,Tokyo Ghoul:re,"Детектив, Драма, Сейнен, Ужасы, Экшен","Два года прошло с момента нападения на Антейку. После усиления CCG, гули, хоть и продолжают создавать проблемы, вынуждены скрываться и прятаться. Главную организацию гулей «Древо Аогири» беспокоит такое положение дел. Голуби стали очень опасны. Особенно после формирования отряда Квинксов, все участники которого - особенные люди. Или не совсем люди. Каждому из них пришлось пройти через медицинское вмешательство. Возглавляет их отряд Сасаки Хайсэ, образцовый сотрудник и начальник. Его карьера складывается прекрасно, до тех пор пока он не начинает видеть странные сны. Сны, в которых он кто-то другой.",24.0,2018.0
0,6112.0,persona-5-the-animation,Персона 5,Persona 5 the Animation,"Сверхъестественное, Фэнтези, Экшен","Мнение о человеке складывается из впечатления о его поступках. Но что если это просто лицемерие, попытка скрыть свою подлость за маской доброжелательности? Что в таком случае делать парню, которого подставили в суде? Школьнице, к которой пристаёт учитель?  Художнику, у которого украли картины и выдали их за свои? 
«Похитители сердец», как они себя называют, совершенно случайно получили возможность попадать в параллельную реальность — Дворцы — мир, созданный сильными желаниями людей. Внутри этого мира возможно изменить сердце человека так, что он измениться и в реальном мире. Обретя такую силу, Похитители решили нести собственное возмездие на основе своих представлений о справедливости.",26.0,2018.0
0,6117.0,voldemort-origins-of-the-heir,Волан-де-Морт: Истоки Наследника,Voldemort: Origins of the Heir,"Магия, Фэнтези","Фильм от студии ""TRYANGLE FILMS"" ""Волан-де-Морт: Истоки Наследника"" расскажет нам о временах, когда Том Марволо Реддл обучался в школе чародейства и волшебства Хогвартс.",,2018.0
0,6140.0,steins-gate-zero,Врата Штейна 0,Steins;Gate 0,"Триллер, Фантастика","Альтернативная концовка Врат;Штейна в которой эгоцентричный безумный ученый Окабэ Ринтаро изо всех сил старается оправиться от неудачной попытки спасти жизнь Курису Макисэ. Стараясь забыть прошлое, Окабэ отказывается от своего альтер-эго. И когда, казалось бы, всё наладилось, он снова сталкивается со своим прошлым. Он знакомится с девушкой, которая представилась знакомой Курису. От неё Окабэ узнает, что в данный момент проходит испытание устройства, которое способно воссоздавать характер и личность человека по воспоминаниям. Начиная тестирование он и не предполагал, что воссоздание Курису принесет столько мучений и новых неожиданных последствий...",23.0,2018.0
0,6143.0,a-i-c-o-incarnation,A.I.C.O.: Инкарнация,A.I.C.O.: Incarnation,"Фантастика, Экшен","В 2035 году по всем ущелью Куробэ произошел взрыв, вызванный неудачным экспериментом над искусственным организмом, впоследствии названного Материей. Правительство незамедлительно запретило въезд в целый исследовательский город. 
Спустя два года Айко Тачибана, потерявшая при взрыве всю свою семью встречает таинственного ученика Юи Канзаки, который открывает ей всю правду о произошедшем инциденте. Чтобы выяснить всю правду, герои направятся туда, где все началось, в Первичную точку – эпицентр взрыва.",12.0,2018.0
0,6160.0,caligula,Калигула,Caligula,"Фантастика, Экшен","Данное аниме сделано по игре «The Caligula Effect». Сюжет повествует о виртуальном идоле по имени «μ» (Мю), которая исполняла песни, предложенные пользователями. Через эти песни она приходила к пониманию того, что люди недовольны реальностью и своей жизнью. Пытаясь спасти человечество, которое по её мнению в этом нуждается, с помощью своих песен она помещает его в виртуальный мир под названием Мёбиус, где и запирает людей, считая, что таким образом исполняет их желание.
Главные герои истории — девять человек, которые хотят сбежать из Мёбиуса и вернуться в реальность. Своему объединению они дали название «Хотим домой». Название оригинальной игры «The Caligula Effect» является отсылкой к так называемому эффекту Калигулы, когда человек хочет видеть или делать то, чего видеть или делать нельзя. Что-то вроде запретного плода.",12.0,2018.0
0,6168.0,mahou-shoujo-ore,Я мальчик-волшебница,Mahou Shoujo Ore,"Комедия, Магия, Фэнтези","Главная героиня Саки Хино стала айдолом! А ещё ей нравится Мохиро Микагэ, парень из популярной музыкальной группы. Ради него она хотела бы сделать что угодно. Однажды её желание сбывается, и она превращается в парня с магическими способностями!",12.0,2018.0
0,6171.0,full-metal-panic-invisible-victory,Стальная тревога! Незримая победа,Full Metal Panic! Invisible Victory,"Меха, Экшен","Частная военная организация «Мифрил» стремится устранить мировой терроризм и остальные угрозы мирной жизни на Земле. Организации помогают «виспарды» — люди со сверхъестественными способностями.
Соскэ Сагара солдат, работающий на «Мифрил». Он получил миссию по защите Канамэ Чидори. Девушка одна из «виспардов». Однако всё не так просто, ведь Соскэ совершенно не знаком с жизнью обычного школьника, ибо с детства принимал участие в военных действиях. И кто знает, что для него будет сложнее — выполнение своего задания или жизнь обычного человека?
Прямое продолжение основного сюжета сериала.",12.0,2018.0
0,6175.0,saiki-kusuo-no-psi-nan-2,"Ох, уж этот экстрасенс Сайки Кусуо! 2",Saiki Kusuo no Psi Nan 2,"Комедия, Сверхъестественное, Сёнен, Школа","Сюжет рассказывает о Кусуо Сайки — школьнике, обладающем множеством сверхспособностей, снова и снова попадающим в раздражающие его ситуации — и о том, как искусно он их порой избегает.",24.0,2018.0
0,6190.0,sword-art-online-alternative-gun-gale-online,Мастера Меча Онлайн: Альтернативная «Призрачная пуля»,Sword Art Online Alternative: Gun Gale Online,"Игры, Фантастика, Фэнтези, Экшен","Кохируимаки Карэн студентка колледжа. Она постоянно комплексует из-за своего высокого роста в 183 сантиметра. Однако, Карэн открывает для себя мир ""Gun Gale Online"", где получает желанного аватара — Лен, девочку ростом всего 150 сантиметров, облачённую в розовый костюм. В игре она встречает женщину с красивым загорелым аватаром, Питохи. Сначала они просто сражаются вместе, но вскоре Карэн получает от неё предложение принять участие в командном турнире «Битва Отрядов», альтернативе турнира ""Золотая Пуля"".",12.0,2018.0
0,6191.0,boku-no-hero-academia-3,Моя геройская академия 3,Boku no Hero Academia  3,"Комедия, Сёнен, Супер сила, Школа, Экшен","Всю свою жизнь Изуку мечтал стать героем — сама по себе непростая задача, чего уж говорить о ребёнке, у которого даже нет сверхспособностей. Учитывая то, что у восьмидесяти процентов населения на планете наблюдается Особая сила, Мидория был лишён такой удачи, и родился самым обычным человеком. Однако это не помешает ему поступить в одну из самых престижных академий героев в мире. Теперь единственное, что стоит между ним и заслуженным первым классом — это тяжеленный вступительный экзамен. И даже если у вас в репетиторах — самый могущественный герой в мире, это ещё не гарантирует сдачи экзамена.",25.0,2018.0
0,6192.0,shiyan-pin-jiating,Семейка Франкенштейн,Shiyan Pin Jiating,"Сейнен, Фантастика","Семейная пара учёных была арестована за проведение незаконных опытов. Как утверждают, мать и отец осуществляли генные модификации у пяти своих детей. Танис, младший ребёнок, остался единственным, кого не подвергли изменениям. Теперь он должен приглядывать за своим братом и сёстрами, параллельно пытаясь найти способ вернуть им прежний вид.
Собака, растение, паук и телепат — смогут ли они, выросшие в лаборатории, выжить за её пределами?!",12.0,2018.0
0,6193.0,devils-line,Черта Дьявола,Devils Line,"Вампиры, Драма, Романтика, Сверхъестественное, Сейнен, Экшен","Цукаса студентка колледжа, которую спасли от нападения дьявола, одного из многих видов вампиров, скрывающихся среди людей. Её спас Анзай — наполовину дьявол. Но он использует свои силы на благо человечества, а ещё служит в тайной полицейской службе, которая занимается расследованием демонической преступлений в Токио. Чем дольше Анзай находится рядом с Цукасой, тем больше его одолевает страх, что когда-нибудь он не сможет сдержаться и нарушит запрет на человеческую кровь.",12.0,2018.0
0,6194.0,wotaku-ni-koi-wa-muzukashii,Так сложно любить отаку,Wotaku ni Koi wa Muzukashii,"Комедия, Романтика","Не видев друг друга со времен средней школы, Наруми Момосэ и Хиротака Нифуджи узнают, что теперь они работают в одной компании. Только вот незадача, Хиротака — заядлый отаку, интересующийся лишь играми и мангой, а Наруми — фудзёси (яойщица), одинокая поклонница мужской любви. После работы они вместе выпивают, после чего начинают встречаться. Но сможет ли эта пара стать по-настоящему счастливой?",11.0,2018.0
0,6195.0,3d-kanojo-real-girl,Реальная девушка,3D Kanojo: Real Girl,"Романтика, Сёдзе, Школа","Цуцуи Хикари — парень-отаку и отшельник. В школе над ним издеваются, называя отвратительным и странным. У него есть один-единственный друг в школе, но и тот считается социальным отбросом. 
Однажды его заставляют чистить школьный бассейн вместе с девушкой по имени Игараши Ироха. Она обладает почти всеми качествами, которые так сильно ненавидит Хикари в 3D-девчонках. Она пропускает школу, общается только с парнями и совершенно не блещет манерами. Но что странно, она одна из немногих, кто не только нормально относится к Хикари, но порой даже заступается за него. Из-за своих проблем парень никому не доверяет, поэтому в однажды наговорил Ирохе очень много неприятных вещей. Но даже так, девушка всё равно относится к нему хорошо.
Ироха вполне может стать настоящей, реальной 3D-девушкой нашего героя. Но ухватится ли он за этот шанс?",12.0,2018.0
0,6196.0,alice-or-alice,Алиса или Алиса,Alice or Alice,"Повседневность, Сейнен","В центре повествования находятся сестры-двойняшки — Алисы и их старший брат c комплексом сестренки. Нам предстоит наблюдать за их повседневной жизнью. Сможешь ли ты решить, какая из Алис милее?",12.0,2018.0
0,6197.0,golden-kamuy,Золотое божество,Golden Kamuy,"Исторический, Приключения, Сейнен, Экшен","На Хоккайдо, крайних северных землях Японии, Сугимото пережил Русско-японскую войну. Прозванный в войну «Непобедимым Сугимото», теперь он ищет сокровища, в надежде спасти овдовевшую жену своего ныне покойного товарища по оружию. Во время своей охоты он находит подсказки, указывающие ему на скрытый тайник золота, захваченный преступниками. Сотрудничая с девушкой по имени Айну, спасшей его жизнь от суровых климатических условий Севера, он начинает свои приключения на выживание в гонке против преступников, что ищут скрытый тайник.",12.0,2018.0
0,6214.0,kakuriyo-no-yadomeshi,Повар небесной гостиницы,Kakuriyo no Yadomeshi,"Демоны, Сверхъестественное","В центре истории студентка по имени Аой. Она унаследовала от своего деда способность видеть духов. Аой гордится своим умением готовить. Однажды, когда девушка приносила дары духу-покровителю сельского хозяйства, её забрало к себе Божество, которое владеет Небесной Гостиницей. Этот Бог заявил, что Аой должна стать его невестой из-за долгов её дедушки. Девушку не устроил такой ход событий, и она заявила, что вернёт долг своего предка, отработав в Небесной Гостинице.",26.0,2018.0
0,6219.0,megalo-box,Мегалобокс,Megalo Box,"Драма, Повседневность, Сёнен, Спорт, Экшен","JD (Дворовый Пёс) зарабатывает на жизнь, учавствуя в подпольных боксерский боях. Сегодня ему предстоит снова выйти на ринг, но он ещё не знает, кем окажется его соперник. JD готов рискнуть всем, чтобы доказать свое превосходство.",13.0,2018.0
0,6223.0,juushinki-pandora,Небесная машина Пандора,Juushinki Pandora,"Меха, Фантастика","Когда в 2031 году начался кризис Сянлун (Парящий Дракон), Леон Лау оказался прямо в гуще событий. Взрыв квантового реактора (источник энергии нового поколения, разработанный для замены истощающихся природных ресурсов) высвободил неизвестную доселе энергию. Всего за одну ночь эта энергия вызвала глобальные природные катаклизмы. Уникальным изменениям подверглись как машины, так и все живые существа, кроме людей. Этих существ прозвали О.Р.Э.И. (Органический Результат Эволюции Интеллекта). С их появлением человечество оказалось на грани вымирания. Люди вынуждены сражаться с О.Р.Э.И. при помощи М.О.М.Э. (Многоцелевая Органическая Машина Эволюции). Спустя семь лет после событий кризиса Леон обосновался в пустыне на отшибе города «абсолютной обороны» Нео Сянлун. Там он пытается найти способ одолеть О.Р.Э.И. «Семейный договор» связал неуклюжего Леона с назойливой Хлоей. И вот эта парочка проживает день ото дня, позабыв о своём прошлом, в неведении о том, что опасность подбирается всё ближе.",26.0,2018.0
